spcd;common_name;genus;species
6514;olapalapa;Cheirodendron;trigynum
7727;Haleakala melicope;Melicope;haleakalae
8092;lonlin, lajokorer;Pandanus;obliquus
6528;fatpork;Chione;venosa
6525;vitiensis;Chionanthus;vitiensis
6554;cassia;Cinnamomum;aromaticum
6572;Lime (Tipolo);Citrus;aurantifolia
663;sweet crab apple;Malus;coronaria
7695;Caribbean mayten;Maytenus;cymosa
7664;pani;Manilkara;dissecta
7689;negra lora;Matayba;domingensis
7697;Puerto Rico mayten;Maytenus;elongata
7644;Barbados cherry;Malpighia;emarginata
7633;umbrella-tree;Maesopsis;eminii
655;mountain or Fraser magnolia;Magnolia;fraseri
7680;dermarm;Marattia;fraxinea
661;Oregon crab apple;Malus;fusca
7645;palo bronco;Malpighia;fucata
7653;manapau;Mammea;glauca
7660;ceara rubbertree;Manihot;glaziovii
7646;wild crapemyrtle;Malpighia;glabra
650;magnolia ;Magnolia;
7619;Macaranga grayana;Macaranga;grayana
652;southern magnolia;Magnolia;grandiflora
885;mango;Mangifera;indica
7647;cowhage cherry;Malpighia;infestissima
7614;macadamia nut tree, pengua;Macadamia;integrifolia
664;prairie crab apple;Malus;ioensis
7667;wild dilly;Manilkara;jaimiqui
7698;white cinnamon;Maytenus;laevigata
7648;bastard cherry;Malpighia;linearis
7641;mallotus;Mallotus;
7628;palo de hoz;Machaerium;lunatum
660;apple ;Malus;
654;bigleaf magnolia;Magnolia;macrophylla
7621;pengua;Macaranga;mappa
7657;kanit;Mangifera;minor
7655;Mammea;Mammea;
7659;mango;Mangifera;
7661;manihot;Manihot;
7671;Manilkara;Manilkara;
7682;bastard hogberry;Margaritaria;nobilis
7658;saipan mango;Mangifera;odorata
7654;chopak;Mammea;odorata
715;Maytenus palauica;Maytenus;palauica
7638;Mallotus palauensis;Mallotus;palauensis
7639;kamala tree;Mallotus;philippensis
7669;zapote de costa;Manilkara;pleeana
7751;roundleaf melicope;Melicope;rotundifolia
641;Osage-orange;Maclura;pomifera
7635;Puerto Rico magnolia;Magnolia;portoricensis
7699;ponce mayten;Maytenus;ponceana
7630;Puerto Rico alfilerillo;Machaonia;portoricensis
657;pyramid magnolia;Magnolia;pyramidata
7677;palo de cana;Mappia;racemosa
7684;beruquillo;Marlierea;sintenisii
7636;laurel magnolia;Magnolia;splendens
7625;lau fatu;Macaranga;stipulosa
7626;parasol leaf tree;Macaranga;tanarius
7617;Macadamia Nut;Macadamia;tetraphylla
7627;Macaranga thompsonii;Macaranga;thompsonii
7632;Maclura tinctoria;Maclura;tinctoria
7642;Mallotus tiliifolius;Mallotus;tiliifolius
935;American mountain-ash;Sorbus;americana
936;European mountain-ash;Sorbus;aucuparia
8626;Solanum bahamense;Solanum;bahamense
8641;mamani;Sophora;chrysophylla
937;northern mountain-ash;Sorbus;decora
8627;mullein nightshade;Solanum;donianum
8629;potatotree;Solanum;erianthum
8635;nightshade;Solanum;
8631;earleaf nightshade;Solanum;mauritianum
8632;forest nightshade;Solanum;nudum
8642;necklacepod;Sophora;
8633;cakalaka berry;Solanum;polygamum
934;mountain-ash ;Sorbus;
8634;tabacon aspero;Solanum;rugosum
8643;silver bush;Sophora;tomentosa
8636;turkey berry;Solanum;torvum
8645;spathodea;Spathodea;
8644;African tuliptree;Spathodea;campanulata
8649;Spondias dulcis;Spondias;dulcis
8650;yellow mombin;Spondias;mombin
8653;Spondias;Spondias;
8656;titmel;Spondias;pinnata
8652;purple mombin;Spondias;purpurea
8646;Spiraeanthemum samoense;Spiraeanthemum;samoense
8655;ngmui;Stemonurus;ammui
8669;anthropophagorum;Streblus;anthropophagorum
8664;Panama tree;Sterculia;apetala
8665;fanaio;Sterculia;fanaiho
8666;hazel sterculia;Sterculia;foetida
7792;lehua papa;Metrosideros;rugosa
8654;cobana negra;Stahlia;monosperma
8667;Sterculia palauensis;Sterculia;palauensis
8670;Hawaii roughbush;Streblus;pendulinus
8674;palo de jazmin;Styrax;portoricensis
8671;streblus;Streblus;
8676;bay cedar;Suriana;maritima
8678;mahogany;Swietenia;
8679;Honduras mahogany;Swietenia;macrophylla
940;West Indian mahogany;Swietenia;mahagoni
8695;asi;Syzygium;brevifolium
8696;popona;Syzygium;carolinense
8697;asi vai;Syzygium;clusiifolium
896;Java plum;Syzygium;cumini
8699;asi vai;Syzygium;dealatum
8691;Miracle Berry;Synsepalum;dulcificum
8689;turpentine tree;Syncarpia;glomulifera
8700;asi;Syzygium;inophylloides
8701;Syzygium jambos;Syzygium;jambos
8683;nispero cimarron;Symplocos;lanata
8684;Martinique sweetleaf;Symplocos;martinicensis
8702;Malaysian apple;Syzygium;malaccense
8685;aceitunilla;Symplocos;micrantha
8690;turpentine tree;Syncarpia;
8687;chebtui, ebtui;Symplocos;racemosa
6573;key lime;Citrus;xaurantiifolia
6574;sour orange;Citrus;xaurantium
6549;manfern;Cibotium;
6555;Padang cassia;Cinnamomum;burmannii
858;camphortree;Cinnamomum;camphora
6557;ochod;Cinnamomum;carolinense
6565;juniper berry;Citharexylum;caudatum
6546;Chamissos manfern;Cibotium;chamissoi
6559;laurel avispillo;Cinnamomum;elongatum
859;Florida fiddlewood;Citharexylum;fruticosum
6547;hapuu;Cibotium;glaucum
6578;grapefruit, kahet magas;Citrus;grandis
6545;Hawaiian tree fern;Cibotium;heleniae
6579;limon china;Citrus;hystrix
6575;lemon;Citrus;xlimon
6580;kahet, wild orange;Citrus;macroptera
6581;Citrus maxima;Citrus;maxima
6582;Citrus medica;Citrus;medica
6548;hapuu li;Cibotium;menziesii
6583;calamondin, kingkang;Citrus;mitis
6560;avispillo;Cinnamomum;montanum
6553;cinchona;Cinchona;
6563;cinnamon;Cinnamomum;
6576;grapefruit;Citrus;xparadisi
6561;ochod;Cinnamomum;pedatinervium
6584;Citrus reticulata;Citrus;reticulata
6570;samoensis;Citronella;samoensis
6562;matieu;Cinnamomum;sessilifolium
6577;sweet orange;Citrus;xsinensis
6567;spiny fiddlewood;Citharexylum;spinosum
6568;fiddlewood;Citharexylum;
6569;threespike fiddlewood;Citharexylum;tristachyum
860;citrus ;Citrus;
6564;cinnamon;Cinnamomum;verum
6631;haggarbush;Clerodendrum;aculeatum
6637;teta prieta;Cleyera;albopunctata
6592;claoxylon;Claoxylon;
6597;oha wai nui;Clermontia;arborescens
6586;koee;Claoxylon;carolinianum
6593;Cleistanthus carolinianus;Cleistanthus;carolinianus
6632;stickbush;Clerodendrum;chinense
6601;Kauai clermontia;Clermontia;clermontioides
6646;cupeillo;Clusia;clusioides
6641;Clidemia cymosa;Clidemia;cymosa
6604;Kohala Mountain clermontia;Clermontia;drepanomorpha
6595;Cleistanthus;Cleistanthus;
6639;jackass breadnut;Clibadium;erosum
6628;clermontia;Clermontia;
6636;glorybower;Clerodendrum;
6605;haha aiakamanu;Clermontia;fauriei
6644;Philippine pigeonwings;Clitoria;fairchildiana
6588;Claoxylon fallax;Claoxylon;fallax
6633;Natal glorybower;Clerodendrum;glabrum
6606;bog clermontia;Clermontia;grandiflora
6648;Grundlach's attorney;Clusia;gundlachii
6610;oha kepau;Clermontia;hawaiiensis
6642;soapbush;Clidemia;hirta
6634;turks turbin;Clerodendrum;indicum
6594;Cleistanthus insularis;Cleistanthus;insularis
658;umbrella magnolia;Magnolia;tripetala
7672;udeuid;Manilkara;udoido
7673;nisperillo;Manilkara;valenzuela
653;sweetbay;Magnolia;virginiana
7674;sapodilla;Manilkara;zapota
7798;ivory-nut palm;Metroxylon;amicarum
7719;mokihana;Melicope;anisata
7766;mao;Melochia;aristata
993;chinaberry;Melia;azedarach
7720;Ballous melicope;Melicope;balloui
7721;uahiapele;Melicope;barbigera
7717;Spanish lime;Melicoccus;bijugatus
7704;Medusanthera carolinensis;Medusanthera;carolinensis
7712;Melastoma candidum;Melastoma;candidum
7722;Waianae Range melicope;Melicope;christophersenii
7723;manena;Melicope;cinerea
7724;kukaemoa;Melicope;clusiifolia
7725;piloula;Melicope;cruciata
7706;Medusanthera;Medusanthera;
7763;aguacatillo;Meliosma;herbertii
7730;Monoa melicope;Melicope;hiiakae
7731;Honolulu melicope;Melicope;hosakae
7732;Kaala melicope;Melicope;kaalaensis
7733;Olokele Valley melicope;Melicope;knudsenii
7702;Mecranium latifolium;Mecranium;latifolium
7709;melaleuca;Melaleuca;
7716;melia;Melia;
7754;melicope;Melicope;
7767;melochia;Melochia;
7776;fagufagu;Meryta;macrophylla
7782;ohia;Metrosideros;macropus
7734;Kaholuamanu melicope;Melicope;macropus
7735;Makaha Valley melicope;Melicope;makahae
7774;faniok;Merrilliodendron;megacarpum
7736;Molokai melicope;Melicope;molokaiensis
7710;alom;Melanolepis;multiglandulosa
7737;alani;Melicope;mucronulata
7738;Oahu melicope;Melicope;oahuensis
7764;cacaillo;Meliosma;obtusifolia
7739;Makawao melicope;Melicope;obovata
7740;Honokahua melicope;Melicope;orbicularis
7741;Hana melicope;Melicope;ovalis
7742;eggshape melicope;Melicope;ovata
7743;pale melicope;Melicope;pallida
7744;Lihue melicope;Melicope;paniculata
7745;boxfruit alani;Melicope;peduncularis
7783;ohia lehua;Metrosideros;polymorpha
7781;collina;Metrosideros;collina
7746;Kohala Summit melicope;Melicope;pseudoanisata
7747;hairy melicope;Melicope;puberula
992;melaleuca;Melaleuca;quinquenervia
7748;fourangle melicope;Melicope;quadrangularis
7749;kapu melicope;Melicope;radiata
7750;soopini;Melicope;latifolia
8727;Athel tamarisk;Tamarix;aphylla
222;pondcypress;Taxodium;ascendens
8719;Tabernaemontana aurantiaca;Tabernaemontana;aurantiaca
8718;trumpet-tree;Tabebuia;
231;Pacific yew;Taxus;brevifolia
8709;roble amarillo;Tabebuia;chrysantha
8720;milkwood;Tabernaemontana;citrifolia
221;baldcypress;Taxodium;distichum
8710;primavera;Tabebuia;donnell-smithii
232;Florida yew;Taxus;floridana
8712;roble cimarron;Tabebuia;haemantha
8713;white cedar;Tabebuia;heterophylla
897;tamarind;Tamarindus;indica
991;saltcedar;Tamarix;
223;Montezuma baldcypress;Taxodium;mucronatum
8714;pink tabebuia;Tabebuia;pallida
8722;Pulu;Tabernaemontana;pandacaqui
8715;roble de sierra;Tabebuia;rigida
8716;pink trumpet-tree;Tabebuia;rosea
8723;Tabernaemontana rotensis;Tabernaemontana;rotensis
8737;manunu;Tarenna;sambucina
8717;roble colorado;Tabebuia;schumanniana
220;baldcypress ;Taxodium;
230;yew ;Taxus;
8778;stinkingfish;Tetrazygia;angustifolia
8768;masa;Tetragastris;balsamifera
8779;Florida clover ash;Tetrazygia;bicolor
8780;Puerto Rico clover ash;Tetrazygia;biflora
8750;tropical almond;Terminalia;catappa
8749;kehma;Terminalia;carolinensis
8741;chestnutleaf trumpetbush;Tecoma;castanifolia
8751;esemiich, chesemiich;Terminalia;crassipes
8745;tectona;Tectona;
8752;esemiich, chesemiich;Terminalia;edulis
8781;krekre;Tetrazygia;elaeagnoides
8770;Flynnsohe;Tetraplasandra;flynnii
8744;teak;Tectona;grandis
8771;Koolau Rangeohe;Tetraplasandra;gymnocarpa
8772;Hawaii ohe;Tetraplasandra;hawaiensis
8762;saintedwood;Ternstroemia;heptasepala
8754;Ivory Coast almond;Terminalia;ivorensis
8773;ohe ohe;Tetraplasandra;kavaiensis
8755;tropical almond;Terminalia;kaernbachii
8233;Kona cheesewood;Pittosporum;hosmeri
8763;palo colorado;Ternstroemia;luquillensis
8756;East Indian almond;Terminalia;myriocarpa
8774;ohe mauka;Tetraplasandra;oahuensis
8757;Peruvian almond;Terminalia;oblonga
8764;copey vera;Ternstroemia;peduncularis
8758;malili;Terminalia;richii
8748;tropical almond;Terminalia;
8759;talie;Terminalia;samoensis
8743;yellow trumpetbush;Tecoma;stans
8766;mamey de cura;Ternstroemia;stahlii
8767;el yunque colorado;Ternstroemia;subsessilis
6611;forest clermontia;Clermontia;kakeana
481;yellowwood;Cladrastis;kentukea
6612;Waipio Valley clermontia;Clermontia;kohalae
6596;oha wai nui Clermontia;Clermontia;leptoclada
6613;hillside clermontia;Clermontia;lindseyana
6589;Claoxylon longiracemosum;Claoxylon;longiracemosum
6635;velvetleaf glorybower;Clerodendrum;macrostegium
6590;katteknau, katot;Claoxylon;marianum
6650;cupey de monte;Clusia;minor
6614;Maui clermontia;Clermontia;micrantha
6615;Mauna Loa clermontia;Clermontia;montis-loa
6616;Oahu clermontia;Clermontia;oblongifolia
6620;Wailai Pali clermontia;Clermontia;pallida
6621;smallflower clermontia;Clermontia;parviflora
6622;pele clermontia;Clermontia;peleana
6625;Waioiani clermontia;Clermontia;persicifolia
6626;Hamakua clermontia;Clermontia;pyrularia
6651;Scotch attorney;Clusia;rosea
6591;poola;Claoxylon;sandwicense
6627;Clermontia singuliflora;Clermontia;singuliflora
6629;Haleakala clermontia;Clermontia;tuberculata
6652;attorney;Clusia;
6630;swampforest clermontia;Clermontia;waimeae
6655;treadsoftly;Cnidoscolus;aconitifolius
6653;deepwoods fern;Cnemidaria;horrida
6689;abata cola;Cola;acuminata
6728;Spanish elm;Cordia;alliodora
907;Florida silver palm;Coccothrinax;argentata
6684;Arabian coffee;Coffea;arabica
6693;greenheart;Colubrina;arborescens
6688;Cojoba arborea;Cojoba;arborea
6694;Asian nakedwood;Colubrina;asiatica
6729;Tou;Cordia;aspera
6703;Mao;Commersonia;bartramia
6673;Coccothrinax barbadensis;Coccothrinax;barbadensis
8651;Anacahuita Texas Olive;Cordia;boissieri
6730;muneco;Cordia;borinquensis
6749;redgum;Corymbia;calophylla
8181;chebouch, demailei;Pinanga;insignis
6750;Corymbia citriodora;Corymbia;citriodora
6731;red manjack;Cordia;collococca
6658;uvilla;Coccoloba;costata
6681;coconut palm;Cocos;
6733;fragrant manjack;Cordia;dichotoma
863;tietongue, pigeon-plum;Coccoloba;diversifolia
6705;poison ash;Comocladia;dodonaea
864;soldierwood;Colubrina;elliptica
987;buttonwood-mangrove;Conocarpus;erectus
6687;coffee;Coffea;
6751;redflower gum;Corymbia;ficifolia
491;flowering dogwood;Cornus;florida
6716;forest mirrorplant;Coprosma;foliosa
6744;tiplant;Cordyline;fruticosa
6706;carrasco;Comocladia;glabra
6756;cannonball tree;Couroupita;guianensis
6752;red bloodwood;Corymbia;gummifera
867;Bluewood;Condalia;hookeri
6717;koi;Coprosma;kauensis
6660;whitewood;Coccoloba;krugii
6735;smooth manjack;Cordia;laevigata
7918;Wahiawa Bog colicwood;Myrsine;helleri
886;Florida poisontree;Metopium;toxiferum
7768;teabush;Melochia;tomentosa
7794;lehua ahihi;Metrosideros;tremuloides
7793;lehua;Metrosideros;
7800;Metroxylon;Metroxylon;
7769;hierba del soldado;Melochia;umbellata
7755;volcanic melicope;Melicope;volcanica
7795;Kauai bottlebrush;Metrosideros;waialealae
7756;alani wai;Melicope;waialealae
7757;Monoa melicope;Melicope;wawraeana
7758;kipuka piaula;Melicope;zahlbruckneri
7804;saquiyac;Miconia;affinis
7833;elegant mimosa;Mimosa;arenosa
7805;velvet tree;Miconia;calvescens
7801;Orange Champak;Michelia;champaca
7835;bulletwood, elengi;Mimusops;elengi
7806;Puerto Rico johnnyberry;Miconia;foveolata
7828;caimitillo verde;Micropholis;garciniifolia
7829;Micropholis guyanensis;Micropholis;guyanensis
7807;camasey de costilla;Miconia;impetiolaris
7803;hairy johnnyberry;Miconia;lanata
7808;smooth johnnyberry;Miconia;laevigata
7824;talafulu;Micromelum;minutum
7810;camasey cuatrocanales;Miconia;mirabilis
7902;atoneulu;Myristica;hypargyraea
7812;camasey racimoso;Miconia;pachyphylla
7831;pinnata;Millettia;pinnata
7813;granadillo bobo;Miconia;prasina
7814;auquey;Miconia;punctata
7815;ridge johnnyberry;Miconia;pycnoneura
7816;camasey felpa;Miconia;racemosa
7817;peralejo;Miconia;rubiginosa
7818;jau jau;Miconia;serrulata
7819;mountain johnnyberry;Miconia;sintenisii
7821;forest johnnyberry;Miconia;subcorymbosa
7822;rajador;Miconia;tetrandra
7823;camasey tomaso;Miconia;thomasiana
681;white mulberry;Morus;alba
7857;ratapple;Morisonia;americana
7845;Morella cerifera;Morella;cerifera
7849;Indian mulberry;Morinda;citrifolia
7862;murta;Mouriri;domingensis
7846;firetree;Morella;faya
7863;mameyuelo;Mouriri;helleri
7841;treedaisy;Montanoa;hibiscifolia
7847;Morella holdridgeana;Morella;holdridgeana
7850;ngel;Morinda;latibractea
683;Texas mulberry;Morus;microphylla
684;black mulberry;Morus;nigra
7839;monodora;Monodora;
7842;montanoa;Montanoa;
7855;horseradishtree;Moringa;oleifera
7851;Morinda pedunculata;Morinda;pedunculata
7848;bayberry;Morella;
7852;morinda;Morinda;
682;red mulberry;Morus;rubra
8761;superb terminalia;Terminalia;superba
8775;tetraplasandra;Tetraplasandra;
8783;cenizo;Tetrazygia;urbanii
8776;Mt. Waialeale ohe;Tetraplasandra;waialealae
8777;ohe kiko ola;Tetraplasandra;waimeae
8784;cacao;Theobroma;cacao
8788;thespesia;Thespesia;
8786;maga;Thespesia;grandiflora
913;key thatch palm;Thrinax;morrisii
7903;adepurot;Myristica;insularis
7906;Myristica inutilis;Myristica;inutilis
241;northern white-cedar;Thuja;occidentalis
8789;luckynut;Thevetia;peruviana
242;western redcedar;Thuja;plicata
8787;Portia tree;Thespesia;populnea
914;Florida thatch palm;Thrinax;radiata
8793;ceboruquillo;Thouinia;striata
8794;Puerto Rico ceboruquillo;Thouinia;striata
240;thuja ;Thuja;
951;American basswood;Tilia;americana
953;Carolina basswood;Tilia;americana
952;white basswood;Tilia;americana
8804;glorytree;Tibouchina;
8806;Timonius corymbosus;Timonius;corymbosus
8803;Brazilian glorytree;Tibouchina;granulosa
950;basswood ;Tilia;
8807;Timonius mollis;Timonius;mollis
8808;Timonius;Timonius;
8809;Timonius subauritus;Timonius;subauritus
8810;Timonius timon;Timonius;timon
8805;princess-flower;Tibouchina;urvilleana
8824;velvetleaf soldierbush;Tournefortia;argentea
7919;Kauai colicwood;Myrsine;kauaiensis
251;California torreya (nutmeg);Torreya;californica
8812;Australian redcedar;Toona;ciliata
8816;boje;Torralbasia;cuneifolia
8825;cold withe;Tournefortia;filiflora
8822;olona;Touchardia;latifolia
8811;redcedar;Toona;
250;torreya (nutmeg) ;Torreya;
252;Florida torreya (nutmeg);Torreya;taxifolia
8823;touchardia;Touchardia;
8826;soldierbush;Tournefortia;
8827;magele;Trema;cannabina
8844;ant tree;Triplaris;cumingiana
8832;trema;Trema;
8833;broomstick;Trichilia;hirta
8837;Trichospermum ikutai;Trichospermum;ikutai
8843;Triplaris ;Triplaris;
8828;Lamarck's trema;Trema;lamarckianum
8838;elsau, oleiulakersus;Trichospermum;ledermannii
8829;Jamaican nettletree;Trema;micranthum
8846;faia;Tristiropsis;obtusangula
8831;oriental trema;Trema;orientalis
8834;gaita;Trichilia;pallida
8848;white ramoon;Trophis;racemosa
8839;maouli;Trichospermum;richii
994;Chinese tallowtree;Triadica;sebifera
6754;karaka nut;Corynocarpus;laevigatus
6686;Coffea liberica;Coffea;liberica
6718;Oahu mirrorplant;Coprosma;longifolia
6699;nakedwood;Colubrina;
6661;puckhout;Coccoloba;microstachya
6736;Cordia micronesica;Cordia;micronesica
6719;alpine mirrorplant;Coprosma;montana
6711;Consolea moniliformis;Consolea;moniliformis
6709;mangrove;Conocarpus;
908;coconut palm;Cocos;nucifera
492;Pacific dogwood;Cornus;nuttallii
996;smoketree;Cotinus;obovatus
6737;clammy cherry;Cordia;obliqua
6746;nigua;Cornutia;obovata
6720;Maui mirrorplant;Coprosma;ochracea
6714;copaiba;Copaifera;officinalis
6697;kauila;Colubrina;oppositifolia
6662;pale seagrape;Coccoloba;pallida
6724;mirrorplant;Coprosma;
7920;Kokee colicwood;Myrsine;knudsenii
7921;Lanai colicwood;Myrsine;lanaiensis
6663;grandleaf seagrape;Coccoloba;pubescens
6721;pubescent mirrorplant;Coprosma;pubens
6664;uvera;Coccoloba;pyrifolia
6747;azulejo;Cornutia;pyramidata
6741;cordia;Cordia;
6745;cordyline;Cordyline;
6722;woodland mirrorplant;Coprosma;rhynchocarpa
6738;San Bartolome;Cordia;rickseckeri
490;dogwood ;Cornus;
6710;Luquillo Mountain snailwood;Conostegia;rufescens
6665;ortegon;Coccoloba;rugosa
6739;Puerto Rico manjack;Cordia;rupicola
6712;Consolea rubescens;Consolea;rubescens
6755;corynocarpus;Corynocarpus;
6691;uab, chuchab;Colona;scabra
865;largeleaf geigertree;Cordia;sebestena
6666;uvero de monte;Coccoloba;sintenisii
6742;kou;Cordia;subcordata
6743;mucilage manjack;Cordia;sulcata
6668;Swartz's pigeonplum;Coccoloba;swartzii
6702;ochaol;Combretum;tetralophum
8900;hairy false ohelo;Wikstroemia;villosa
6669;Bahama pigeonplum;Coccoloba;tenuifolia
6670;seagrape;Coccoloba;uvifera
6683;garden croton;Codiaeum;variegatum
6671;false chiggergrape;Coccoloba;venosa
6700;Urban's nakedwood;Colubrina;verrucosa
6679;silk cottontree;Cochlospermum;vitifolium
6726;olena;Coprosma;waimeae
6760;houka, calabash;Crescentia;alata
6773;wild marrow;Croton;astroites
500;hawthorn ;Crataegus;
6769;Saitamu;Crossostylis;biflora
503;Brainerd's hawthorn;Crataegus;brainerdii
504;pear hawthorn;Crataegus;calpodendron
505;fireberry hawthorn;Crataegus;chrysocarpa
501;cockspur hawthorn;Crataegus;crus-galli
680;mulberry ;Morus;
7853;noni kuahiwi;Morinda;trimera
7867;strawberrytree;Muntingia;calabura
7873;bungeltuu;Musa;coccinea
7984;Kauai yellowwood;Ochrosia;kauaiensis
6002;mulga;Acacia;aneura
7869;Murraya exotica;Murraya;exotica
7880;Mussaenda frondosa;Mussaenda;frondosa
7874;tama;Musa;nana
7868;muntingia;Muntingia;
7872;French plantain;Musa;paradisiaca
7865;falseohe;Munroidendron;racemosum
7881;aloalo vao;Mussaenda;raiateensis
7875;tuu banana;Musa;sapientum
7876;meia;Musa;
7882;Mussaenda;Mussaenda;
7877;blantalos;Musa;textilis
7878;tikap;Musa;tikap
7879;fei banana;Musa;troglodytarum
7910;forest colicwood;Myrsine;alyxifolia
7907;balsam of Tolu;Myroxylon;balsamum
7886;red rodwood;Myrcia;citrifolia
7911;leathery colicwood;Myrsine;coriacea
7912;Myrsine cubana;Myrsine;cubana
7887;cieneguillo;Myrcia;deflexa
7913;summit colicwood;Myrsine;degeneri
7914;mountain colicwood;Myrsine;emarginata
7888;curame;Myrcia;fallax
7915;streambank colicwood;Myrsine;fernseei
7895;guavaberry;Myrciaria;floribunda
7916;Koolau Range colicwood;Myrsine;fosbergii
7893;twinberry;Myrcianthes;fragrans
7905;cercipo;Myrospermum;frutescens
7889;guayabacon;Myrcia;leptoclada
7922;kolea lau nui;Myrsine;lessertiana
7923;Hanapepe River colicwood;Myrsine;mezii
7884;myoporum;Myoporum;
7890;ausu;Myrcia;paganii
7924;swamp colicwood;Myrsine;petiolata
7925;Molokai colicwood;Myrsine;pukooensis
7892;rodwood;Myrcia;
7900;sweetgale;Myrica;
7904;Myristica;Myristica;
7927;colicwood;Myrsine;
7899;yamamomo, strawberry tree;Myrica;rubra
7883;naio;Myoporum;sandwicense
7926;kokea lau lii;Myrsine;sandwicensis
7891;punchberry;Myrcia;splendens
7928;Mt. Kahili colicwood;Myrsine;wawraea
7940;saltwood;Neea;buxifolia
7944;kadam;Neolamarckia;cadamba
7962;kalm, aralm;Neuburgia;celebica
7932;Nectandra coriacea;Nectandra;coriacea
7948;afa;Neonauclea;forsteri
7933;shinglewood;Nectandra;hihua
7934;Nectandra krugii;Nectandra;krugii
7952;Rambutan;Nephelium;lappaceum
7935;Nectandra membranacea;Nectandra;membranacea
8842;limeberry;Triphasia;trifolia
7985;Hawaii yellowwood;Ochrosia;kilaueaensis
8836;bariaco;Trichilia;triacantha
261;eastern hemlock;Tsuga;canadensis
262;Carolina hemlock;Tsuga;caroliniana
263;western hemlock;Tsuga;heterophylla
264;mountain hemlock;Tsuga;mertensiana
260;hemlock ;Tsuga;
8850;muttonwood;Turpinia;occidentalis
971;winged elm;Ulmus;alata
972;American elm;Ulmus;americana
973;cedar elm;Ulmus;crassifolia
970;elm ;Ulmus;
974;Siberian elm;Ulmus;pumila
975;slippery elm;Ulmus;rubra
976;September elm;Ulmus;serotina
977;rock elm;Ulmus;thomasii
981;California-laurel;Umbellularia;californica
8853;scratchbush;Urera;baccifera
8854;flameberry;Urera;caracasana
8855;ortiga;Urera;chlorocarpa
8858;urera;Urera;
8856;hopue;Urera;glabra
8857;opuhe;Urera;kaalae
8861;voa vanga;Vangueria;madagascariensis
995;tungoil tree;Vernicia;fordii
8866;Manila palm;Veitchia;merrillii
8869;mu oil tree;Vernicia;montana
8870;vernicia;Vernicia;
8871;lilac chastetree;Vitex;agnus-castus
8872;bars, beokel;Vitex;cofassus
8873;higuerillo;Vitex;divaricata
8874;smallflower chastetree;Vitex;parviflora
8875;chastetree;Vitex;
8876;simpleleaf chastetree;Vitex;trifolia
8881;Wallenia lamarckiana;Wallenia;lamarckiana
8886;Weinmannia affinis;Weinmannia;affinis
8884;ateate;Wedelia;biflora
8887;bastard briziletto;Weinmannia;pinnata
8889;alpine false ohelo;Wikstroemia;bicornuta
8890;forest false ohelo;Wikstroemia;furcata
8899;false ohelo;Wikstroemia;
8891;montane false ohelo;Wikstroemia;monticola
8892;Oahu false ohelo;Wikstroemia;oahuensis
8895;Hawaii false ohelo;Wikstroemia;phillyreifolia
8896;Kohala false ohelo;Wikstroemia;pulcherrima
8897;variableleaf false ohelo;Wikstroemia;sandwicensis
8898;Skottsbergs false ohelo;Wikstroemia;skottsbergiana
8901;tallow wood;Ximenia;americana
8906;mucha-gente;Xylosma;buxifolia
8907;sawtooth logwood;Xylosma;crenata
8903;lalanyog;Xylocarpus;granatum
8908;Hawaii brushholly;Xylosma;hawaiiensis
8905;Xylocarpus;Xylocarpus;
8915;xylosma;Xylosma;
8904;leilei;Xylocarpus;moluccensis
8909;Xylosma nelsonii;Xylosma;nelsonii
8910;spiny logwood;Xylosma;pachyphylla
8911;Xylosma samoensis;Xylosma;samoensis
6761;common calabash tree;Crescentia;cujete
506;broadleaf hawthorn;Crataegus;dilatata
6779;laulilii;Cryptocarya;elegans
507;fanleaf hawthorn;Crataegus;flabellata
6774;Croton flavens;Croton;flavens
6786;Japanese cedar;Cryptomeria;japonica
6762;higuerito;Crescentia;linearifolia
6771;longbeak rattlebox;Crotalaria;longirostrata
6781;holio;Cryptocarya;mannii
502;downy hawthorn;Crataegus;mollis
508;oneseed hawthorn;Crataegus;monogyna
6778;Cryptocarya oreophila;Cryptocarya;oreophila
509;scarlet hawthorn;Crataegus;pedicellata
5091;Washington hawthorn;Crataegus;phaenopyrum
6775;sabinon;Croton;poecilanthus
6763;higuero de sierra;Crescentia;portoricensis
6765;Critonia portoricensis;Critonia;portoricensis
6758;sacred garlic pear;Crateva;religiosa
6767;maidenberry;Crossopetalum;rhacoma
5092;fleshy hawthorn;Crataegus;succulenta
6784;laulilii;Cryptocarya;turbinata
5093;dwarf hawthorn;Crataegus;uniflora
6783;cryptocarya;Cryptocarya;
6787;Japanese cedar;Cryptomeria;
6790;wild ackee;Cupania;americana
866;carrotwood;Cupaniopsis;anacardioides
51;Arizona cypress;Cupressus;arizonica
52;Baker or Modoc cypress;Cupressus;bakeri
53;Tecate cypress;Cupressus;forbesii
6788;Chinese fir;Cunninghamia;lanceolata
6795;cedar-of-Goa;Cupressus;lusitanica
56;MacNab's cypress;Cupressus;macnabiana
54;Monterey cypress;Cupressus;macrocarpa
50;cypress;Cupressus;
55;Sargent's cypress;Cupressus;sargentii
6796;Italian cypress;Cupressus;sempervirens
6792;guara blanca;Cupania;triquetra
6800;Haleakala cyanea;Cyanea;aculeatiflora
6834;parrotfeather treefern;Cyathea;andina
