tsn;genus;species;en_com_name;fr_com_name;qc_code;on_tree_code;on_alpha_code;us_code;nb_code
28777;Rhus;typhina;NA;Sumac vinaigrier;RHT;NA;NA;NA;
28792;Anacardium;;anacardium;NA;NA;NA;NA;6106;
28793;Anacardium;occidentale;cashew;NA;NA;NA;NA;6107;
28797;Comocladia;dodonaea;poison ash;NA;NA;NA;NA;6705;
28798;Comocladia;glabra;carrasco;NA;NA;NA;NA;6706;
28801;Cotinus;obovatus;smoketree;NA;NA;NA;NA;996;
28802;Mangifera;;mango;NA;NA;NA;NA;7659;
28803;Mangifera;indica;mango;NA;NA;NA;NA;885;
28805;Metopium;toxiferum;Florida poisontree;NA;NA;NA;NA;886;
28811;Schinus;molle;Peruvian peppertree;NA;NA;NA;NA;8561;
28812;Schinus;terebinthifolius;Brazilian peppertree;NA;NA;NA;NA;8563;
28815;Spondias;;Spondias;NA;NA;NA;NA;8653;
28816;Spondias;mombin;yellow mombin;NA;NA;NA;NA;8650;
28817;Spondias;purpurea;purple mombin;NA;NA;NA;NA;8652;
28821;Toxicodendron;radicans;NA;Sumac grimpant;RHR;NA;NA;NA;
28826;Ailanthus;;ailanthus;NA;NA;NA;NA;6051;
28827;Ailanthus;altissima;ailanthus;NA;NA;NA;NA;341;
28832;Castela;erecta;goatbush;NA;NA;NA;NA;6429;
28837;Picramnia;pentandra;Florida bitterbush;NA;NA;NA;NA;8164;
28842;Simarouba;;simarouba;NA;NA;NA;NA;8617;
28843;Simarouba;tulae;aceitillo falso;NA;NA;NA;NA;8619;
28844;Simarouba;glauca;paradisetree;NA;NA;NA;NA;895;
28846;Suriana;maritima;bay cedar;NA;NA;NA;NA;8676;
28849;Zanthoxylum;;pricklyash;NA;NA;NA;NA;8936;
28853;Zanthoxylum;hawaiiense;Hawaii pricklyash;NA;NA;NA;NA;8929;
28855;Zanthoxylum;kauaense;Kauai pricklyash;NA;NA;NA;NA;8930;
28857;Zanthoxylum;oahuense;Oahu pricklyash;NA;NA;NA;NA;8933;
28865;Zanthoxylum;bifoliolatum;Maricao pricklyash;NA;NA;NA;NA;8923;
28866;Zanthoxylum;caribaeum;prickly yellow;NA;NA;NA;NA;8924;
28867;Zanthoxylum;flavum;West Indian satinwood;NA;NA;NA;NA;8928;
28868;Zanthoxylum;martinicense;white pricklyash;NA;NA;NA;NA;8931;
28869;Zanthoxylum;monophyllum;yellow prickle;NA;NA;NA;NA;8932;
28870;Zanthoxylum;punctatum;dotted pricklyash;NA;NA;NA;NA;8934;
28872;Zanthoxylum;thomasianum;St. Thomas pricklyash;NA;NA;NA;NA;8937;
28874;Amyris;balsamifera;balsam torchwood;NA;NA;NA;NA;6103;
28875;Amyris;elemifera;sea torchwood;NA;NA;NA;NA;852;
28882;Citrus;;citrus ;NA;NA;NA;NA;860;
28886;Citrus;medica;Citrus medica;NA;NA;NA;NA;6582;
28888;Citrus;reticulata;Citrus reticulata;NA;NA;NA;NA;6584;
28987;Pilocarpus;racemosus;aceitillo;NA;NA;NA;NA;8171;
28992;Ptelea;trifoliata;Hop tree;NA;NA;141;;NA;
28993;Platydesma;;platydesma;NA;NA;NA;NA;8252;
28995;Platydesma;remyi;Hawaii pilo kea;NA;NA;NA;NA;8250;
28997;Platydesma;spathulata;Maui pilo kea;NA;NA;NA;NA;8251;
28999;Ravenia;urbanii;tortugo prieto;NA;NA;NA;NA;8439;
29007;Triphasia;trifolia;limeberry;NA;NA;NA;NA;8842;
29012;Azadirachta;indica;neem;NA;NA;NA;NA;6206;
29014;Cedrela;odorata;Spanish cedar;NA;NA;NA;NA;6445;
29018;Guarea;glabra;alligatorwood;NA;NA;NA;NA;7288;
29019;Guarea;guidonia;American muskwood;NA;NA;NA;NA;7290;
29022;Khaya;senegalensis;Senegal mahogany;NA;NA;NA;NA;7501;
29023;Melia;;melia;NA;NA;NA;NA;7716;
29024;Melia;azedarach;chinaberry;NA;NA;NA;NA;993;
29025;Swietenia;;mahogany;NA;NA;NA;NA;8678;
29026;Swietenia;mahagoni;West Indian mahogany;NA;NA;NA;NA;940;
29027;Swietenia;macrophylla;Honduras mahogany;NA;NA;NA;NA;8679;
29028;Toona;;redcedar;NA;NA;NA;NA;8811;
29029;Toona;ciliata;Australian redcedar;NA;NA;NA;NA;8812;
29031;Trichilia;hirta;broomstick;NA;NA;NA;NA;8833;
29032;Trichilia;pallida;gaita;NA;NA;NA;NA;8834;
29033;Trichilia;triacantha;bariaco;NA;NA;NA;NA;8836;
29195;Erythroxylum;areolatum;swamp-redwood;NA;NA;NA;NA;7019;
29197;Erythroxylum;rotundifolium;ratwood;NA;NA;NA;NA;7021;
29198;Erythroxylum;rufum;rufous false cocaine;NA;NA;NA;NA;7022;
29199;Erythroxylum;urbanii;Urban's false cocaine;NA;NA;NA;NA;7024;
29259;Bunchosia;glandulifera;cafe falso;NA;NA;NA;NA;6294;
29260;Bunchosia;glandulosa;cafe forastero;NA;NA;NA;NA;6295;
29263;Byrsonima;crassifolia;maricao cimun;NA;NA;NA;NA;6308;
29264;Byrsonima;lucida;Long Key locustberry;NA;NA;NA;NA;6311;
29265;Byrsonima;spicata;doncella;NA;NA;NA;NA;6313;
29279;Malpighia;coccigera;Singapore holly;NA;NA;NA;NA;7643;
29280;Malpighia;emarginata;Barbados cherry;NA;NA;NA;NA;7644;
29281;Malpighia;fucata;palo bronco;NA;NA;NA;NA;7645;
29283;Malpighia;linearis;bastard cherry;NA;NA;NA;NA;7648;
29379;Cheirodendron;;cheirodendron;NA;NA;NA;NA;6513;
29380;Cheirodendron;dominii;Domins club;NA;NA;NA;NA;6507;
29381;Cheirodendron;fauriei;Fauries club;NA;NA;NA;NA;6508;
29384;Cheirodendron;platyphyllum;lapalapa;NA;NA;NA;NA;6510;
29385;Cheirodendron;trigynum;olapalapa;NA;NA;NA;NA;6514;
29387;Dendropanax;arboreus;angelica tree;NA;NA;NA;NA;6888;
29388;Dendropanax;laurifolius;palo de vaca;NA;NA;NA;NA;6889;
29913;Buddleja;asiatica;dogtail;NA;NA;NA;NA;6286;
29933;Labordia;;labordia;NA;NA;NA;NA;7523;
29935;Labordia;hirtella;mountain labordia;NA;NA;NA;NA;7520;
29937;Labordia;kaalae;Waianae Range labordia;NA;NA;NA;NA;7521;
29938;Labordia;lydgatei;Wahiawa Mountain labordia;NA;NA;NA;NA;7522;
29947;Labordia;tinifolia;paleflower labordia;NA;NA;NA;NA;7524;
29948;Labordia;triflora;Lanai labordia;NA;NA;NA;NA;7528;
29955;Labordia;fagraeoidea;summit labordia;NA;NA;NA;NA;7518;
29957;Labordia;hedyosmifolia;bog labordia;NA;NA;NA;NA;7519;
30176;Funtumia;elastica;silkrubber;NA;NA;NA;NA;7210;
30184;Nerium;oleander;oleander;NA;NA;NA;NA;7956;
30185;Ochrosia;;yellowwood;NA;NA;NA;NA;7986;
30186;Ochrosia;compta;holei;NA;NA;NA;NA;7982;
30188;Ochrosia;haleakalae;island yellowwood;NA;NA;NA;NA;7983;
30191;Ochrosia;kauaiensis;Kauai yellowwood;NA;NA;NA;NA;7984;
30192;Ochrosia;kilaueaensis;Hawaii yellowwood;NA;NA;NA;NA;7985;
30197;Plumeria;;Plumeria;NA;NA;NA;NA;8272;
30198;Plumeria;alba;nosegaytree;NA;NA;NA;NA;8266;
30199;Plumeria;obtusa;Singapore graveyard flower;NA;NA;NA;NA;8268;
30199;Plumeria;obtusa;Plumeria obtusa;NA;NA;NA;NA;8269;
30200;Plumeria;rubra;templetree;NA;NA;NA;NA;8271;
30203;Pteralyxia;;pteralyxia;NA;NA;NA;NA;8406;
30205;Pteralyxia;kauaiensis;Kauai pteralyxia;NA;NA;NA;NA;8404;
30207;Rauvolfia;;devils-pepper;NA;NA;NA;NA;8435;
30214;Rauvolfia;sandwicensis;devils-pepper;NA;NA;NA;NA;8434;
30216;Rauvolfia;nitida;palo amargo;NA;NA;NA;NA;8433;
30226;Tabernaemontana;citrifolia;milkwood;NA;NA;NA;NA;8720;
30228;Thevetia;peruviana;luckynut;NA;NA;NA;NA;8789;
30331;Calotropis;;calotropis;NA;NA;NA;NA;6347;
30332;Calotropis;procera;roostertree;NA;NA;NA;NA;6346;
30412;Solanum;;nightshade;NA;NA;NA;NA;8635;
30418;Solanum;bahamense;Solanum bahamense;NA;NA;NA;NA;8626;
30427;Solanum;donianum;mullein nightshade;NA;NA;NA;NA;8627;
30430;Solanum;erianthum;potatotree;NA;NA;NA;NA;8629;
30445;Solanum;mauritianum;earleaf nightshade;NA;NA;NA;NA;8631;
30460;Solanum;torvum;turkey berry;NA;NA;NA;NA;8636;
30473;Solanum;polygamum;cakalaka berry;NA;NA;NA;NA;8633;
30477;Solanum;rugosum;tabacon aspero;NA;NA;NA;NA;8634;
30495;Cestrum;;jessamine;NA;NA;NA;NA;6478;
30496;Cestrum;diurnum;day jessamine;NA;NA;NA;NA;6474;
30498;Cestrum;nocturnum;night jessamine;NA;NA;NA;NA;6477;
30502;Cestrum;laurifolium;galen del monte;NA;NA;NA;NA;6475;
30562;Nicotiana;;tobacco;NA;NA;NA;NA;7965;
30574;Nicotiana;glauca;tree tobacco;NA;NA;NA;NA;7964;
30627;Nothocestrum;;aiea;NA;NA;NA;NA;7970;
30629;Nothocestrum;latifolium;broadleaf aiea;NA;NA;NA;NA;7967;
30630;Nothocestrum;longifolium;longleaf aiea;NA;NA;NA;NA;7968;
30631;Nothocestrum;peltatum;Oahu aiea;NA;NA;NA;NA;7969;
30634;Acnistus;arborescens;hollowheart;NA;NA;NA;NA;6021;
30638;Brunfelsia;americana;American brunfelsia;NA;NA;NA;NA;6272;
30639;Brunfelsia;densifolia;Serpentine Hill raintree;NA;NA;NA;NA;6273;
30640;Brunfelsia;lactea;vega blanca;NA;NA;NA;NA;6274;
30641;Brunfelsia;portoricensis;Puerto Rico raintree;NA;NA;NA;NA;6275;
30645;Goetzea;elegans;mata buey;NA;NA;NA;NA;7256;
31732;Bourreria;succulenta;bodywood;NA;NA;NA;NA;6255;
31733;Bourreria;virgata;roble de guayo;NA;NA;NA;NA;6257;
31743;Cordia;;cordia;NA;NA;NA;NA;6741;
31744;Cordia;boissieri;Anacahuita Texas Olive;NA;NA;NA;NA;8651;
31748;Cordia;sebestena;largeleaf geigertree;NA;NA;NA;NA;865;
31751;Cordia;alliodora;Spanish elm;NA;NA;NA;NA;6728;
31753;Cordia;borinquensis;muneco;NA;NA;NA;NA;6730;
31754;Cordia;collococca;red manjack;NA;NA;NA;NA;6731;
31758;Cordia;obliqua;clammy cherry;NA;NA;NA;NA;6737;
31760;Cordia;rickseckeri;San Bartolome;NA;NA;NA;NA;6738;
31762;Cordia;sulcata;mucilage manjack;NA;NA;NA;NA;6743;
31764;Cordia;subcordata;kou;NA;NA;NA;NA;6742;
31901;Ehretia;anacua;Anacua knockaway;NA;NA;NA;NA;523;
32031;Tournefortia;;soldierbush;NA;NA;NA;NA;8826;
32037;Tournefortia;filiflora;cold withe;NA;NA;NA;NA;8825;
32041;Rochefortia;acanthophora;greenheart ebony;NA;NA;NA;NA;8476;
32136;Avicennia;;Avicennia;NA;NA;NA;NA;6205;
32137;Avicennia;germinans;black-mangrove;NA;NA;NA;NA;986;
32146;Callicarpa;ampla;caparosa;NA;NA;NA;NA;6326;
32147;Citharexylum;;fiddlewood;NA;NA;NA;NA;6568;
32152;Citharexylum;caudatum;juniper berry;NA;NA;NA;NA;6565;
32155;Citharexylum;spinosum;spiny fiddlewood;NA;NA;NA;NA;6567;
32156;Citharexylum;tristachyum;threespike fiddlewood;NA;NA;NA;NA;6569;
32157;Clerodendrum;;glorybower;NA;NA;NA;NA;6636;
32159;Clerodendrum;glabrum;Natal glorybower;NA;NA;NA;NA;6633;
32160;Clerodendrum;indicum;turks turbin;NA;NA;NA;NA;6634;
32220;Vitex;;chastetree;NA;NA;NA;NA;8875;
32221;Vitex;agnus-castus;lilac chastetree;NA;NA;NA;NA;8871;
32223;Vitex;trifolia;simpleleaf chastetree;NA;NA;NA;NA;8876;
32224;Vitex;divaricata;higuerillo;NA;NA;NA;NA;8873;
32225;Vitex;parviflora;smallflower chastetree;NA;NA;NA;NA;8874;
32230;Aegiphila;martinicensis;Caribbean spiritweed;NA;NA;NA;NA;6032;
32234;Cornutia;obovata;nigua;NA;NA;NA;NA;6746;
32235;Cornutia;pyramidata;azulejo;NA;NA;NA;NA;6747;
32242;Petitia;domingensis;bastard stopper;NA;NA;NA;NA;8141;
32246;Tectona;;tectona;NA;NA;NA;NA;8745;
32247;Tectona;grandis;teak;NA;NA;NA;NA;8744;
32928;Fraxinus;;ash ;NA;NA;NA;NA;540;
32929;Fraxinus;pennsylvanica;"Red ash (green) ;green ash";Frêne de Pennsylvanie;FRP;47;Ag;544;
32931;Fraxinus;americana;"White ash ;white ash";Frêne d'Amérique;FRA;46;Aw;541;18
32934;Fraxinus;profunda;"Pumpkin ash ;pumpkin ash";NA;NA;176;AP;545;
32935;Fraxinus;texensis;Texas ash;NA;NA;NA;NA;549;
32936;Fraxinus;velutina;velvet ash;NA;NA;NA;NA;547;
32941;Fraxinus;caroliniana;Carolina ash;NA;NA;NA;NA;548;
32944;Fraxinus;latifolia;Oregon ash;NA;NA;NA;NA;542;
32945;Fraxinus;nigra;"Black ash ;black ash";Frêne noir;FRN;45;Ab;543;172
32947;Fraxinus;quadrangulata;"Blue ash ;blue ash";NA;NA;132;Aq;546;
32959;Forestiera;segregata;Florida swampprivet;NA;NA;NA;NA;7196;
32960;Forestiera;eggersiana;inkbush;NA;NA;NA;NA;7194;
32973;Ligustrum;;privet;NA;NA;NA;NA;7576;
32974;Ligustrum;amurense;Amur privet;NA;NA;NA;NA;7574;
32979;Ligustrum;sinense;Chinese privet;NA;NA;NA;NA;7575;
32990;Olea;europaea;olive;NA;NA;NA;NA;8004;
32998;Haenianthus;salicifolius;palo de hueso;NA;NA;NA;NA;7327;
33460;Paulownia;tomentosa;paulownia, empress-tree;NA;NA;NA;NA;712;
34077;Myoporum;;myoporum;NA;NA;NA;NA;7884;
34079;Myoporum;sandwicense;naio;NA;NA;NA;NA;7883;
34083;Bontia;daphnoides;white alling;NA;NA;NA;NA;6251;
34093;Gesneria;pedunculosa;arbol de Navidad;NA;NA;NA;NA;7237;
34100;Cyrtandra;;cyrtandra;NA;NA;NA;NA;6866;
34151;Cyrtandra;giffardii;forest cyrtandra;NA;NA;NA;NA;6865;
34311;Amphitecna;latifolia;black calabash;NA;NA;NA;NA;6101;
34312;Catalpa;;catalpa ;NA;NA;NA;NA;450;
34313;Catalpa;bignonioides;southern catalpa;NA;NA;NA;NA;451;
34315;Catalpa;speciosa;"Northern catalpa;Indian bean ;northern catalpa";NA;NA;77;;452;
34316;Catalpa;longissima;Haitian catalpa;NA;NA;NA;NA;6439;
34319;Jacaranda;;jacaranda;NA;NA;NA;NA;7483;
34320;Jacaranda;mimosifolia;black poui;NA;NA;NA;NA;7482;
34326;Tecoma;stans;yellow trumpetbush;NA;NA;NA;NA;8743;
34332;Crescentia;cujete;common calabash tree;NA;NA;NA;NA;6761;
34333;Crescentia;linearifolia;higuerito;NA;NA;NA;NA;6762;
34334;Crescentia;portoricensis;higuero de sierra;NA;NA;NA;NA;6763;
34341;Spathodea;;spathodea;NA;NA;NA;NA;8645;
34342;Spathodea;campanulata;African tuliptree;NA;NA;NA;NA;8644;
34343;Tabebuia;;trumpet-tree;NA;NA;NA;NA;8718;
34344;Tabebuia;haemantha;roble cimarron;NA;NA;NA;NA;8712;
34345;Tabebuia;heterophylla;white cedar;NA;NA;NA;NA;8713;
34346;Tabebuia;rigida;roble de sierra;NA;NA;NA;NA;8715;
34347;Tabebuia;schumanniana;roble colorado;NA;NA;NA;NA;8717;
34625;Clermontia;;clermontia;NA;NA;NA;NA;6628;
34626;Clermontia;arborescens;oha wai nui;NA;NA;NA;NA;6597;
34629;Clermontia;clermontioides;Kauai clermontia;NA;NA;NA;NA;6601;
34634;Clermontia;drepanomorpha;Kohala Mountain clermontia;NA;NA;NA;NA;6604;
34638;Clermontia;grandiflora;bog clermontia;NA;NA;NA;NA;6606;
34641;Clermontia;hawaiiensis;oha kepau;NA;NA;NA;NA;6610;
34643;Clermontia;kakeana;forest clermontia;NA;NA;NA;NA;6611;
34644;Clermontia;kohalae;Waipio Valley clermontia;NA;NA;NA;NA;6612;
34647;Clermontia;lindseyana;hillside clermontia;NA;NA;NA;NA;6613;
34649;Clermontia;micrantha;Maui clermontia;NA;NA;NA;NA;6614;
34651;Clermontia;montis-loa;Mauna Loa clermontia;NA;NA;NA;NA;6615;
34654;Clermontia;oblongifolia;Oahu clermontia;NA;NA;NA;NA;6616;
34655;Clermontia;pallida;Wailai Pali clermontia;NA;NA;NA;NA;6620;
34657;Clermontia;parviflora;smallflower clermontia;NA;NA;NA;NA;6621;
34658;Clermontia;peleana;pele clermontia;NA;NA;NA;NA;6622;
34659;Clermontia;persicifolia;Waioiani clermontia;NA;NA;NA;NA;6625;
34660;Clermontia;pyrularia;Hamakua clermontia;NA;NA;NA;NA;6626;
34667;Clermontia;tuberculata;Haleakala clermontia;NA;NA;NA;NA;6629;
34669;Clermontia;waimeae;swampforest clermontia;NA;NA;NA;NA;6630;
34672;Cyanea;aculeatiflora;Haleakala cyanea;NA;NA;NA;NA;6800;
34675;Cyanea;arborea;palmtree cyanea;NA;NA;NA;NA;6801;
34697;Cyanea;fissa;Kauai cyanea;NA;NA;NA;NA;6802;
34698;Cyanea;floribunda;Degeners cyanea;NA;NA;NA;NA;6805;
34701;Cyanea;giffardii;Kilauea Mauna cyanea;NA;NA;NA;NA;6806;
34704;Cyanea;hamatiflora;wetforest cyanea;NA;NA;NA;NA;6807;
34707;Cyanea;horrida;prickly cyanea;NA;NA;NA;NA;6811;
34709;Cyanea;kunthiana;Kunths cyanea;NA;NA;NA;NA;6813;
34711;Cyanea;leptostegia;giant kokee cyanea;NA;NA;NA;NA;6814;
34716;Cyanea;macrostegia;purple cyanea;NA;NA;NA;NA;6815;
34720;Cyanea;marksii;Marks cyanea;NA;NA;NA;NA;6818;
34729;Cyanea;pilosa;hairy cyanea;NA;NA;NA;NA;6819;
34732;Cyanea;procera;Molokai cyanea;NA;NA;NA;NA;6823;
34735;Cyanea;pycnocarpa;manyfruit cyanea;NA;NA;NA;NA;6824;
34736;Cyanea;quercifolia;oakleaf cyanea;NA;NA;NA;NA;6825;
34740;Cyanea;rivularis;plateau delissea;NA;NA;NA;NA;6826;
34746;Cyanea;solenocalyx;pua kala;NA;NA;NA;NA;6827;
34748;Cyanea;stictophylla;Kaiholena cyanea;NA;NA;NA;NA;6829;
34750;Cyanea;superba;Mt. Kaala cyanea;NA;NA;NA;NA;6830;
34752;Cyanea;tritomantha;aku aku;NA;NA;NA;NA;6833;
34756;Delissea;;delissea;NA;NA;NA;NA;6881;
34758;Delissea;fallax;Hawaii delissea;NA;NA;NA;NA;6875;
34759;Delissea;laciniata;cutleaf delissea;NA;NA;NA;NA;6876;
34760;Delissea;niihauensis;Niihau delissea;NA;NA;NA;NA;6877;
34761;Delissea;parviflora;smallflower delissea;NA;NA;NA;NA;6880;
34765;Delissea;undulata;leechleaf delissea;NA;NA;NA;NA;6882;
34769;Scaevola;;naupaka;NA;NA;NA;NA;8552;
34772;Scaevola;chamissoniana;naupaka kuahiwi;NA;NA;NA;NA;8549;
34774;Scaevola;gaudichaudiana;mountain naupaka;NA;NA;NA;NA;8550;
34780;Scaevola;procera;forest naupaka;NA;NA;NA;NA;8551;
34782;Scaevola;taccada;Toitoi;NA;NA;NA;NA;8560;
34961;Coprosma;;mirrorplant;NA;NA;NA;NA;6724;
34967;Coprosma;foliosa;forest mirrorplant;NA;NA;NA;NA;6716;
34968;Coprosma;kauensis;koi;NA;NA;NA;NA;6717;
34969;Coprosma;longifolia;Oahu mirrorplant;NA;NA;NA;NA;6718;
34972;Coprosma;montana;alpine mirrorplant;NA;NA;NA;NA;6719;
34973;Coprosma;ochracea;Maui mirrorplant;NA;NA;NA;NA;6720;
34974;Coprosma;pubens;pubescent mirrorplant;NA;NA;NA;NA;6721;
34975;Coprosma;rhynchocarpa;woodland mirrorplant;NA;NA;NA;NA;6722;
34980;Coprosma;waimeae;olena;NA;NA;NA;NA;6726;
34985;Erithalis;fruticosa;blacktorch;NA;NA;NA;NA;7000;
34990;Exostema;caribaeum;Caribbean princewood;NA;NA;NA;NA;7135;
34991;Exostema;ellipticum;plateado;NA;NA;NA;NA;7136;
34992;Exostema;sanctae-luciae;Exostema sanctae-luciae;NA;NA;NA;NA;7137;
34995;Genipa;americana;jagua;NA;NA;NA;NA;7235;
34997;Guettarda;elliptica;hammock velvetseed;NA;NA;NA;NA;7299;
34998;Guettarda;scabra;wild guave;NA;NA;NA;NA;7306;
34999;Guettarda;krugii;frogwood;NA;NA;NA;NA;7300;
35000;Guettarda;odorata;cucubano de vieques;NA;NA;NA;NA;7302;
35001;Guettarda;ovalifolia;cucubano;NA;NA;NA;NA;7303;
35002;Guettarda;pungens;roseta;NA;NA;NA;NA;7305;
35003;Guettarda;valenzuelana;cucubano de monte;NA;NA;NA;NA;7309;
35005;Hamelia;patens;scarletbush;NA;NA;NA;NA;7330;
35007;Hedyotis;;starviolet;NA;NA;NA;NA;7345;
35070;Morinda;;morinda;NA;NA;NA;NA;7852;
35071;Morinda;citrifolia;Indian mulberry;NA;NA;NA;NA;7849;
35074;Morinda;trimera;noni kuahiwi;NA;NA;NA;NA;7853;
35090;Psychotria;;wild coffee;NA;NA;NA;NA;8400;
35097;Psychotria;fauriei;Koolau Range wild coffee;NA;NA;NA;NA;8365;
35098;Psychotria;grandiflora;largeflower wild coffee;NA;NA;NA;NA;8366;
35099;Psychotria;hathewayi;Waianae Range wild coffee;NA;NA;NA;NA;8370;
35100;Psychotria;hawaiiensis;kopikoula;NA;NA;NA;NA;8373;
35101;Psychotria;hexandra;woodland wild coffee;NA;NA;NA;NA;8377;
35101;Psychotria;hexandra;Oahu wild coffee;NA;NA;NA;NA;8382;
35104;Psychotria;hobdyi;milolii kopiwai;NA;NA;NA;NA;8386;
35105;Psychotria;insularum;matalafi;NA;NA;NA;NA;8387;
35106;Psychotria;kaduana;kopiko kea;NA;NA;NA;NA;8388;
35108;Psychotria;mariniana;forest wild coffee;NA;NA;NA;NA;8392;
35109;Psychotria;mauiensis;opiko;NA;NA;NA;NA;8393;
35112;Psychotria;wawrae;leatherleaf wild coffee;NA;NA;NA;NA;8401;
35114;Psychotria;brachiata;palo de cachimbo;NA;NA;NA;NA;8362;
35117;Psychotria;grandis;cachimbo grande;NA;NA;NA;NA;8367;
35123;Psychotria;maleolens;cachimbo de gato;NA;NA;NA;NA;8389;
35124;Psychotria;maricaensis;cachimbo de maricao;NA;NA;NA;NA;8391;
35126;Psychotria;pubescens;hairy wild coffee;NA;NA;NA;NA;8397;
35131;Randia;aculeata;white indigoberry;NA;NA;NA;NA;8425;
35153;Bobea;;ahakea;NA;NA;NA;NA;6245;
35154;Bobea;elatior;ahakea lau nui;NA;NA;NA;NA;6243;
35157;Bobea;sandwicensis;Hawaii dogweed;NA;NA;NA;NA;6244;
35158;Bobea;timonioides;ahakea;NA;NA;NA;NA;6246;
35159;Gardenia;;gardenia;NA;NA;NA;NA;7227;
35160;Gardenia;brighamii;forest gardenia;NA;NA;NA;NA;7224;
35161;Gardenia;mannii;Oahu gardenia;NA;NA;NA;NA;7225;
35162;Gardenia;remyi;Remys gardenia;NA;NA;NA;NA;7226;
35186;Chione;venosa;fatpork;NA;NA;NA;NA;6528;
35189;Coffea;;coffee;NA;NA;NA;NA;6687;
35190;Coffea;arabica;Arabian coffee;NA;NA;NA;NA;6684;
35192;Faramea;occidentalis;false coffee;NA;NA;NA;NA;7146;
35201;Ixora;ferrea;palo de hierro;NA;NA;NA;NA;7479;
35207;Machaonia;portoricensis;Puerto Rico alfilerillo;NA;NA;NA;NA;7630;
35211;Palicourea;alpina;tafetan;NA;NA;NA;NA;8045;
35212;Palicourea;crocea;red cappel;NA;NA;NA;NA;8047;
35214;Palicourea;guianensis;showy cappel;NA;NA;NA;NA;8051;
35218;Phialanthus;grandifolius;aquilon prieto;NA;NA;NA;NA;8143;
35219;Phialanthus;myrtilloides;candlewood;NA;NA;NA;NA;8144;
35222;Rondeletia;inermis;cordobancillo;NA;NA;NA;NA;8483;
35223;Rondeletia;pilosa;cordobancillo peludo;NA;NA;NA;NA;8484;
35224;Rondeletia;portoricensis;Juan Tomas;NA;NA;NA;NA;8485;
35261;Viburnum;edule;NA;Viorne comestible;VIE;NA;NA;NA;
35265;Viburnum;lantanoides;NA;Viorne à feuilles d'aulne;VIL;NA;NA;NA;
35270;Viburnum;opulus;NA;Viorne trilobée;VIT;NA;NA;NA;
35282;Lonicera;canadensis;NA;Chèvrefeuille du Canada;LON;NA;NA;NA;
35294;Lonicera;hirsuta;NA;Chèvrefeuille hirsute;LOH;NA;NA;NA;
35310;Diervilla;lonicera;NA;Dièréville chèvrefeuille;DIE;NA;NA;NA;
35315;Sambucus;;raintree;NA;NA;NA;NA;8510;
35324;Sambucus;nigra;common elderberry;NA;NA;NA;NA;8509;
35326;Sambucus;racemosa;NA;Sureau pubescent;SAP;NA;NA;NA;
37101;Clibadium;erosum;jackass breadnut;NA;NA;NA;NA;6639;
38733;Dubautia;;dubautia;NA;NA;NA;NA;6958;
38734;Dubautia;arborea;Mauna Kea dubautia;NA;NA;NA;NA;6947;
38751;Dubautia;microcephala;Kauai dubautia;NA;NA;NA;NA;6952;
38756;Dubautia;plantaginea;plantainleaf dubautia;NA;NA;NA;NA;6953;
38759;Dubautia;reticulata;netvein dubautia;NA;NA;NA;NA;6957;
38771;Hesperomannia;;island-aster;NA;NA;NA;NA;7373;
38772;Hesperomannia;arborescens;Lanai island-aster;NA;NA;NA;NA;7370;
38776;Hesperomannia;arbuscula;Maui island-aster;NA;NA;NA;NA;7371;
38779;Hesperomannia;lydgatei;Kauai island-aster;NA;NA;NA;NA;7372;
38814;Montanoa;;montanoa;NA;NA;NA;NA;7842;
38815;Montanoa;hibiscifolia;treedaisy;NA;NA;NA;NA;7841;
38847;Critonia;portoricensis;Critonia portoricensis;NA;NA;NA;NA;6765;
38874;Koanophyllon;polyodon;Koanophyllon polyodon;NA;NA;NA;NA;7508;
42388;Musa;;meia;NA;NA;NA;NA;7876;
42434;Acoelorraphe;wrightii;Everglades palm, paurotis-palm;NA;NA;NA;NA;906;
42442;Calyptronoma;rivalis;Puerto Rico manac;NA;NA;NA;NA;6360;
42448;Coccothrinax;argentata;Florida silver palm;NA;NA;NA;NA;907;
42450;Cocos;;coconut palm;NA;NA;NA;NA;6681;
42451;Cocos;nucifera;coconut palm;NA;NA;NA;NA;908;
42454;Gaussia;attenuata;llume;NA;NA;NA;NA;7231;
42457;Phoenix;;date palm;NA;NA;NA;NA;8153;
42458;Phoenix;dactylifera;date palm;NA;NA;NA;NA;8152;
42461;Pritchardia;;pritchardia;NA;NA;NA;NA;8337;
42463;Pritchardia;arecina;Maui pritchardia;NA;NA;NA;NA;8316;
42465;Pritchardia;beccariana;Kilauea pritchardia;NA;NA;NA;NA;8317;
42471;Pritchardia;forbesiana;Mt. Eke pritchardia;NA;NA;NA;NA;8318;
42474;Pritchardia;hardyi;Makaleha pritchardia;NA;NA;NA;NA;8319;
42475;Pritchardia;hillebrandii;loulu lelo;NA;NA;NA;NA;8320;
42477;Pritchardia;kaalae;Waianae Range pritchardia;NA;NA;NA;NA;8321;
42481;Pritchardia;lanigera;loulu;NA;NA;NA;NA;8323;
42482;Pritchardia;lowreyana;Molokai pritchardia;NA;NA;NA;NA;8325;
42485;Pritchardia;martii;Koolau Range pritchardia;NA;NA;NA;NA;8326;
